CHR,START1,STOP1,START2,STOP2
chr4,30000000,32000000,32000000,34000000
chr4,32000000,34000000,32000000,34000000
chr4,32000000,34000000,34000000,36000000
chr4,34000000,36000000,34000000,36000000
chr4,34000000,36000000,36000000,38000000
chr4,36000000,38000000,36000000,38000000
chr4,36000000,38000000,38000000,40000000
chr4,38000000,40000000,38000000,40000000
chr4,38000000,40000000,40000000,42000000
chr4,40000000,42000000,40000000,42000000
chr4,40000000,42000000,42000000,44000000
chr4,42000000,44000000,42000000,44000000
chr4,42000000,44000000,44000000,46000000
chr4,44000000,46000000,44000000,46000000
chr4,44000000,46000000,46000000,48000000
chr4,46000000,48000000,46000000,48000000
chr4,46000000,48000000,48000000,50000000
chr4,48000000,50000000,48000000,50000000
chr4,48000000,50000000,50000000,52000000
chr4,50000000,52000000,50000000,52000000
chr4,50000000,52000000,52000000,54000000
chr4,52000000,54000000,52000000,54000000
chr4,52000000,54000000,54000000,56000000
chr4,54000000,56000000,54000000,56000000
chr4,54000000,56000000,56000000,58000000
chr4,56000000,58000000,56000000,58000000
chr4,56000000,58000000,58000000,60000000
chr4,58000000,60000000,58000000,60000000
chr4,58000000,60000000,60000000,62000000
chr4,60000000,62000000,60000000,62000000
chr4,60000000,62000000,62000000,64000000
chr4,62000000,64000000,62000000,64000000
chr4,62000000,64000000,64000000,66000000
chr4,64000000,66000000,64000000,66000000
chr4,64000000,66000000,66000000,68000000
chr4,66000000,68000000,66000000,68000000
chr4,66000000,68000000,68000000,70000000
chr4,68000000,70000000,68000000,70000000
chr4,68000000,70000000,70000000,72000000
chr4,70000000,72000000,70000000,72000000
chr4,70000000,72000000,72000000,74000000
chr4,72000000,74000000,72000000,74000000
chr4,72000000,74000000,74000000,76000000
chr4,74000000,76000000,74000000,76000000
chr4,74000000,76000000,76000000,78000000
chr4,76000000,78000000,76000000,78000000
chr4,76000000,78000000,78000000,80000000
chr4,78000000,80000000,78000000,80000000
chr4,78000000,80000000,80000000,82000000
chr4,80000000,82000000,80000000,82000000
chr4,80000000,82000000,82000000,84000000
chr4,82000000,84000000,82000000,84000000
chr4,82000000,84000000,84000000,86000000
chr4,84000000,86000000,84000000,86000000
chr4,84000000,86000000,86000000,88000000
chr4,86000000,88000000,86000000,88000000
chr4,86000000,88000000,88000000,90000000
chr4,88000000,90000000,88000000,90000000
chr4,88000000,90000000,90000000,92000000
chr4,90000000,92000000,90000000,92000000
chr4,90000000,92000000,92000000,94000000
chr4,92000000,94000000,92000000,94000000
chr4,92000000,94000000,94000000,96000000
chr4,94000000,96000000,94000000,96000000
chr4,94000000,96000000,96000000,98000000
chr4,96000000,98000000,96000000,98000000
chr4,96000000,98000000,98000000,100000000
chr4,98000000,100000000,98000000,100000000
chr4,98000000,100000000,100000000,102000000
chr4,100000000,102000000,100000000,102000000
chr4,100000000,102000000,102000000,104000000
chr4,102000000,104000000,102000000,104000000
chr4,102000000,104000000,104000000,106000000
chr4,104000000,106000000,104000000,106000000
chr4,104000000,106000000,106000000,108000000
chr4,106000000,108000000,106000000,108000000
chr4,106000000,108000000,108000000,110000000
chr4,108000000,110000000,108000000,110000000
chr4,108000000,110000000,110000000,112000000
chr4,110000000,112000000,110000000,112000000
chr4,110000000,112000000,112000000,114000000
chr4,112000000,114000000,112000000,114000000
chr4,112000000,114000000,114000000,116000000
chr4,114000000,116000000,114000000,116000000
chr4,114000000,116000000,116000000,118000000
chr4,116000000,118000000,116000000,118000000
chr4,116000000,118000000,118000000,120000000
chr4,118000000,120000000,118000000,120000000
chr4,118000000,120000000,120000000,122000000
chr4,120000000,122000000,120000000,122000000
chr4,120000000,122000000,122000000,124000000
chr4,122000000,124000000,122000000,124000000
chr4,122000000,124000000,124000000,126000000
chr4,124000000,126000000,124000000,126000000
chr4,124000000,126000000,126000000,128000000
chr4,126000000,128000000,126000000,128000000
chr4,126000000,128000000,128000000,130000000
chr4,128000000,130000000,128000000,130000000
chr4,128000000,130000000,130000000,132000000
chr4,130000000,132000000,130000000,132000000
chr4,130000000,132000000,132000000,134000000
chr4,132000000,134000000,132000000,134000000
chr4,132000000,134000000,134000000,136000000
chr4,134000000,136000000,134000000,136000000
chr4,134000000,136000000,136000000,138000000
chr4,136000000,138000000,136000000,138000000
chr4,136000000,138000000,138000000,140000000
chr4,138000000,140000000,138000000,140000000
chr4,138000000,140000000,140000000,142000000
chr4,140000000,142000000,140000000,142000000
chr4,140000000,142000000,142000000,144000000
chr4,142000000,144000000,142000000,144000000
chr4,142000000,144000000,144000000,146000000
chr4,144000000,146000000,144000000,146000000
chr4,144000000,146000000,146000000,148000000
chr4,146000000,148000000,146000000,148000000
chr4,146000000,148000000,148000000,150000000
chr4,148000000,150000000,148000000,150000000
chr4,148000000,150000000,150000000,152000000
chr4,150000000,152000000,150000000,152000000
chr4,150000000,152000000,152000000,154000000
chr4,152000000,154000000,152000000,154000000
chr4,152000000,154000000,154000000,156000000
chr4,154000000,156000000,154000000,156000000
chr4,154000000,156000000,156000000,158000000
chr4,156000000,158000000,156000000,158000000
chr4,156000000,158000000,158000000,160000000
chr4,158000000,160000000,158000000,160000000
chr4,158000000,160000000,160000000,162000000
chr4,160000000,162000000,160000000,162000000
chr4,160000000,162000000,162000000,164000000
chr4,162000000,164000000,162000000,164000000
chr4,162000000,164000000,164000000,166000000
chr4,164000000,166000000,164000000,166000000
chr4,164000000,166000000,166000000,168000000
chr4,166000000,168000000,166000000,168000000
chr4,166000000,168000000,168000000,170000000
chr4,168000000,170000000,168000000,170000000
chr4,168000000,170000000,170000000,172000000
chr4,170000000,172000000,170000000,172000000
chr4,170000000,172000000,172000000,174000000
chr4,172000000,174000000,172000000,174000000
chr4,172000000,174000000,174000000,176000000
chr4,174000000,176000000,174000000,176000000
chr4,174000000,176000000,176000000,178000000
chr4,176000000,178000000,176000000,178000000
chr4,176000000,178000000,178000000,180000000
chr4,178000000,180000000,178000000,180000000
chr4,178000000,180000000,180000000,182000000
chr4,180000000,182000000,180000000,182000000
chr4,180000000,182000000,182000000,184000000
chr4,182000000,184000000,182000000,184000000
chr4,182000000,184000000,184000000,186000000
chr4,184000000,186000000,184000000,186000000
chr4,184000000,186000000,186000000,188000000
chr4,186000000,188000000,186000000,188000000
chr4,186000000,188000000,188000000,190000000
chr4,188000000,190000000,188000000,190000000
chr5,0,2000000,0,2000000
chr5,0,2000000,2000000,4000000
chr5,2000000,4000000,2000000,4000000
chr5,2000000,4000000,4000000,6000000
chr5,4000000,6000000,4000000,6000000
chr5,4000000,6000000,6000000,8000000
chr5,6000000,8000000,6000000,8000000
chr5,6000000,8000000,8000000,10000000
chr5,8000000,10000000,8000000,10000000
chr5,8000000,10000000,10000000,12000000
chr5,10000000,12000000,10000000,12000000
chr5,10000000,12000000,12000000,14000000
chr5,12000000,14000000,12000000,14000000
chr5,12000000,14000000,14000000,16000000
chr5,14000000,16000000,14000000,16000000
chr5,14000000,16000000,16000000,18000000
chr5,16000000,18000000,16000000,18000000
chr5,16000000,18000000,18000000,20000000
chr5,18000000,20000000,18000000,20000000
chr5,18000000,20000000,20000000,22000000
chr5,20000000,22000000,20000000,22000000
chr5,20000000,22000000,22000000,24000000
chr5,22000000,24000000,22000000,24000000
chr5,22000000,24000000,24000000,26000000
chr5,24000000,26000000,24000000,26000000
chr5,24000000,26000000,26000000,28000000
chr5,26000000,28000000,26000000,28000000
chr5,26000000,28000000,28000000,30000000
chr5,28000000,30000000,28000000,30000000
chr5,28000000,30000000,30000000,32000000
chr5,30000000,32000000,30000000,32000000
chr5,30000000,32000000,32000000,34000000
chr5,32000000,34000000,32000000,34000000
chr5,32000000,34000000,34000000,36000000
chr5,34000000,36000000,34000000,36000000
chr5,34000000,36000000,36000000,38000000
chr5,36000000,38000000,36000000,38000000
chr5,36000000,38000000,38000000,40000000
chr5,38000000,40000000,38000000,40000000
chr5,38000000,40000000,40000000,42000000
chr5,40000000,42000000,40000000,42000000
chr5,40000000,42000000,42000000,44000000
chr5,42000000,44000000,42000000,44000000
chr5,42000000,44000000,44000000,46000000
chr5,44000000,46000000,44000000,46000000
chr5,44000000,46000000,46000000,48000000
chr5,46000000,48000000,46000000,48000000
chr5,46000000,48000000,48000000,50000000
chr5,48000000,50000000,48000000,50000000
chr5,48000000,50000000,50000000,52000000
chr5,50000000,52000000,50000000,52000000
chr5,50000000,52000000,52000000,54000000
chr5,52000000,54000000,52000000,54000000
chr5,52000000,54000000,54000000,56000000
chr5,54000000,56000000,54000000,56000000
chr5,54000000,56000000,56000000,58000000
chr5,56000000,58000000,56000000,58000000
chr5,56000000,58000000,58000000,60000000
chr5,58000000,60000000,58000000,60000000
chr5,58000000,60000000,60000000,62000000
chr5,60000000,62000000,60000000,62000000
chr5,60000000,62000000,62000000,64000000
chr5,62000000,64000000,62000000,64000000
chr5,62000000,64000000,64000000,66000000
chr5,64000000,66000000,64000000,66000000
chr5,64000000,66000000,66000000,68000000
chr5,66000000,68000000,66000000,68000000
chr5,66000000,68000000,68000000,70000000
chr5,68000000,70000000,68000000,70000000
chr5,68000000,70000000,70000000,72000000
chr5,70000000,72000000,70000000,72000000
chr5,70000000,72000000,72000000,74000000
chr5,72000000,74000000,72000000,74000000
chr5,72000000,74000000,74000000,76000000
chr5,74000000,76000000,74000000,76000000
chr5,74000000,76000000,76000000,78000000
chr5,76000000,78000000,76000000,78000000
chr5,76000000,78000000,78000000,80000000
chr5,78000000,80000000,78000000,80000000
chr5,78000000,80000000,80000000,82000000
chr5,80000000,82000000,80000000,82000000
chr5,80000000,82000000,82000000,84000000
chr5,82000000,84000000,82000000,84000000
chr5,82000000,84000000,84000000,86000000
chr5,84000000,86000000,84000000,86000000
chr5,84000000,86000000,86000000,88000000
chr5,86000000,88000000,86000000,88000000
chr5,86000000,88000000,88000000,90000000
chr5,88000000,90000000,88000000,90000000
chr5,88000000,90000000,90000000,92000000
chr5,90000000,92000000,90000000,92000000
chr5,90000000,92000000,92000000,94000000
chr5,92000000,94000000,92000000,94000000
chr5,92000000,94000000,94000000,96000000
chr5,94000000,96000000,94000000,96000000
chr5,94000000,96000000,96000000,98000000
chr5,96000000,98000000,96000000,98000000
chr5,96000000,98000000,98000000,100000000
chr5,98000000,100000000,98000000,100000000
chr5,98000000,100000000,100000000,102000000
chr5,100000000,102000000,100000000,102000000
chr5,100000000,102000000,102000000,104000000
chr5,102000000,104000000,102000000,104000000
chr5,102000000,104000000,104000000,106000000
chr5,104000000,106000000,104000000,106000000
chr5,104000000,106000000,106000000,108000000
chr5,106000000,108000000,106000000,108000000
chr5,106000000,108000000,108000000,110000000
chr5,108000000,110000000,108000000,110000000
chr5,108000000,110000000,110000000,112000000
chr5,110000000,112000000,110000000,112000000
chr5,110000000,112000000,112000000,114000000
chr5,112000000,114000000,112000000,114000000
chr5,112000000,114000000,114000000,116000000
chr5,114000000,116000000,114000000,116000000
chr5,114000000,116000000,116000000,118000000
chr5,116000000,118000000,116000000,118000000
chr5,116000000,118000000,118000000,120000000
chr5,118000000,120000000,118000000,120000000
chr5,118000000,120000000,120000000,122000000
chr5,120000000,122000000,120000000,122000000
chr5,120000000,122000000,122000000,124000000
chr5,122000000,124000000,122000000,124000000
chr5,122000000,124000000,124000000,126000000
chr5,124000000,126000000,124000000,126000000
chr5,124000000,126000000,126000000,128000000
chr5,126000000,128000000,126000000,128000000
chr5,126000000,128000000,128000000,130000000
chr5,128000000,130000000,128000000,130000000
chr5,128000000,130000000,130000000,132000000
chr5,130000000,132000000,130000000,132000000
chr5,130000000,132000000,132000000,134000000
chr5,132000000,134000000,132000000,134000000
chr5,132000000,134000000,134000000,136000000
chr5,134000000,136000000,134000000,136000000
chr5,134000000,136000000,136000000,138000000
chr5,136000000,138000000,136000000,138000000
chr5,136000000,138000000,138000000,140000000
chr5,138000000,140000000,138000000,140000000
chr5,138000000,140000000,140000000,142000000
chr5,140000000,142000000,140000000,142000000
chr5,140000000,142000000,142000000,144000000
chr5,142000000,144000000,142000000,144000000
chr5,142000000,144000000,144000000,146000000
chr5,144000000,146000000,144000000,146000000
chr5,144000000,146000000,146000000,148000000
chr5,146000000,148000000,146000000,148000000
chr5,146000000,148000000,148000000,150000000
chr5,148000000,150000000,148000000,150000000
chr5,148000000,150000000,150000000,152000000
chr5,150000000,152000000,150000000,152000000
chr5,150000000,152000000,152000000,154000000
chr5,152000000,154000000,152000000,154000000
chr5,152000000,154000000,154000000,156000000
chr5,154000000,156000000,154000000,156000000
chr5,154000000,156000000,156000000,158000000
chr5,156000000,158000000,156000000,158000000
chr5,156000000,158000000,158000000,160000000
chr5,158000000,160000000,158000000,160000000
chr5,158000000,160000000,160000000,162000000
chr5,160000000,162000000,160000000,162000000
chr5,160000000,162000000,162000000,164000000
chr5,162000000,164000000,162000000,164000000
chr5,162000000,164000000,164000000,166000000
chr5,164000000,166000000,164000000,166000000
chr5,164000000,166000000,166000000,168000000
chr5,166000000,168000000,166000000,168000000
chr5,166000000,168000000,168000000,170000000
chr5,168000000,170000000,168000000,170000000
chr5,168000000,170000000,170000000,172000000
chr5,170000000,172000000,170000000,172000000
chr5,170000000,172000000,172000000,174000000
chr5,172000000,174000000,172000000,174000000
chr5,172000000,174000000,174000000,176000000
chr5,174000000,176000000,174000000,176000000
chr5,174000000,176000000,176000000,178000000
chr5,176000000,178000000,176000000,178000000
chr5,176000000,178000000,178000000,180000000
chr5,178000000,180000000,178000000,180000000
chr6,0,2000000,0,2000000
chr6,0,2000000,2000000,4000000
chr6,2000000,4000000,2000000,4000000
chr6,2000000,4000000,4000000,6000000
chr6,4000000,6000000,4000000,6000000
chr6,4000000,6000000,6000000,8000000
chr6,6000000,8000000,6000000,8000000
chr6,6000000,8000000,8000000,10000000
chr6,8000000,10000000,8000000,10000000
chr6,8000000,10000000,10000000,12000000
chr6,10000000,12000000,10000000,12000000
chr6,10000000,12000000,12000000,14000000
chr6,12000000,14000000,12000000,14000000
chr6,12000000,14000000,14000000,16000000
chr6,14000000,16000000,14000000,16000000
chr6,14000000,16000000,16000000,18000000
chr6,16000000,18000000,16000000,18000000
chr6,16000000,18000000,18000000,20000000
chr6,18000000,20000000,18000000,20000000
chr6,18000000,20000000,20000000,22000000
chr6,20000000,22000000,20000000,22000000
chr6,20000000,22000000,22000000,24000000
chr6,22000000,24000000,22000000,24000000
chr6,22000000,24000000,24000000,26000000
chr6,24000000,26000000,24000000,26000000
chr6,24000000,26000000,26000000,28000000
chr6,26000000,28000000,26000000,28000000
chr6,26000000,28000000,28000000,30000000
chr6,28000000,30000000,28000000,30000000
chr6,28000000,30000000,30000000,32000000
chr6,30000000,32000000,30000000,32000000
chr6,30000000,32000000,32000000,34000000
chr6,32000000,34000000,32000000,34000000
chr6,32000000,34000000,34000000,36000000
chr6,34000000,36000000,34000000,36000000
chr6,34000000,36000000,36000000,38000000
chr6,36000000,38000000,36000000,38000000
chr6,36000000,38000000,38000000,40000000
chr6,38000000,40000000,38000000,40000000
chr6,38000000,40000000,40000000,42000000
chr6,40000000,42000000,40000000,42000000
chr6,40000000,42000000,42000000,44000000
chr6,42000000,44000000,42000000,44000000
chr6,42000000,44000000,44000000,46000000
chr6,44000000,46000000,44000000,46000000
chr6,44000000,46000000,46000000,48000000
chr6,46000000,48000000,46000000,48000000
chr6,46000000,48000000,48000000,50000000
chr6,48000000,50000000,48000000,50000000
chr6,48000000,50000000,50000000,52000000
chr6,50000000,52000000,50000000,52000000
chr6,50000000,52000000,52000000,54000000
chr6,52000000,54000000,52000000,54000000
chr6,52000000,54000000,54000000,56000000
chr6,54000000,56000000,54000000,56000000
chr6,54000000,56000000,56000000,58000000
chr6,56000000,58000000,56000000,58000000
chr6,56000000,58000000,58000000,60000000
chr6,58000000,60000000,58000000,60000000
chr6,58000000,60000000,60000000,62000000
chr6,60000000,62000000,60000000,62000000
chr6,60000000,62000000,62000000,64000000
chr6,62000000,64000000,62000000,64000000
chr6,62000000,64000000,64000000,66000000
chr6,64000000,66000000,64000000,66000000
chr6,64000000,66000000,66000000,68000000
chr6,66000000,68000000,66000000,68000000
chr6,66000000,68000000,68000000,70000000
chr6,68000000,70000000,68000000,70000000
chr6,68000000,70000000,70000000,72000000
chr6,70000000,72000000,70000000,72000000
chr6,70000000,72000000,72000000,74000000
chr6,72000000,74000000,72000000,74000000
chr6,72000000,74000000,74000000,76000000
chr6,74000000,76000000,74000000,76000000
chr6,74000000,76000000,76000000,78000000
chr6,76000000,78000000,76000000,78000000
chr6,76000000,78000000,78000000,80000000
chr6,78000000,80000000,78000000,80000000
chr6,78000000,80000000,80000000,82000000
chr6,80000000,82000000,80000000,82000000
chr6,80000000,82000000,82000000,84000000
chr6,82000000,84000000,82000000,84000000
chr6,82000000,84000000,84000000,86000000
chr6,84000000,86000000,84000000,86000000
chr6,84000000,86000000,86000000,88000000
chr6,86000000,88000000,86000000,88000000
chr6,86000000,88000000,88000000,90000000
chr6,88000000,90000000,88000000,90000000
chr6,88000000,90000000,90000000,92000000
chr6,90000000,92000000,90000000,92000000
chr6,90000000,92000000,92000000,94000000
chr6,92000000,94000000,92000000,94000000
chr6,92000000,94000000,94000000,96000000
chr6,94000000,96000000,94000000,96000000
chr6,94000000,96000000,96000000,98000000
chr6,96000000,98000000,96000000,98000000
chr6,96000000,98000000,98000000,100000000
chr6,98000000,100000000,98000000,100000000
chr6,98000000,100000000,100000000,102000000
chr6,100000000,102000000,100000000,102000000
chr6,100000000,102000000,102000000,104000000
chr6,102000000,104000000,102000000,104000000
chr6,102000000,104000000,104000000,106000000
chr6,104000000,106000000,104000000,106000000
chr6,104000000,106000000,106000000,108000000
chr6,106000000,108000000,106000000,108000000
chr6,106000000,108000000,108000000,110000000
chr6,108000000,110000000,108000000,110000000
chr6,108000000,110000000,110000000,112000000
chr6,110000000,112000000,110000000,112000000
chr6,110000000,112000000,112000000,114000000
chr6,112000000,114000000,112000000,114000000
chr6,112000000,114000000,114000000,116000000
chr6,114000000,116000000,114000000,116000000
chr6,114000000,116000000,116000000,118000000
chr6,116000000,118000000,116000000,118000000
chr6,116000000,118000000,118000000,120000000
chr6,118000000,120000000,118000000,120000000
chr6,118000000,120000000,120000000,122000000
chr6,120000000,122000000,120000000,122000000
chr6,120000000,122000000,122000000,124000000
chr6,122000000,124000000,122000000,124000000
chr6,122000000,124000000,124000000,126000000
chr6,124000000,126000000,124000000,126000000
chr6,124000000,126000000,126000000,128000000
chr6,126000000,128000000,126000000,128000000
chr6,126000000,128000000,128000000,130000000
chr6,128000000,130000000,128000000,130000000
chr6,128000000,130000000,130000000,132000000
chr6,130000000,132000000,130000000,132000000
chr6,130000000,132000000,132000000,134000000
chr6,132000000,134000000,132000000,134000000
chr6,132000000,134000000,134000000,136000000
chr6,134000000,136000000,134000000,136000000
chr6,134000000,136000000,136000000,138000000
chr6,136000000,138000000,136000000,138000000
chr6,136000000,138000000,138000000,140000000
chr6,138000000,140000000,138000000,140000000
chr6,138000000,140000000,140000000,142000000
chr6,140000000,142000000,140000000,142000000
chr6,140000000,142000000,142000000,144000000
chr6,142000000,144000000,142000000,144000000
chr6,142000000,144000000,144000000,146000000
chr6,144000000,146000000,144000000,146000000
chr6,144000000,146000000,146000000,148000000
chr6,146000000,148000000,146000000,148000000
chr6,146000000,148000000,148000000,150000000
chr6,148000000,150000000,148000000,150000000
chr6,148000000,150000000,150000000,152000000
chr6,150000000,152000000,150000000,152000000
chr6,150000000,152000000,152000000,154000000
chr6,152000000,154000000,152000000,154000000
chr6,152000000,154000000,154000000,156000000
chr6,154000000,156000000,154000000,156000000
chr6,154000000,156000000,156000000,158000000
chr6,156000000,158000000,156000000,158000000
chr6,156000000,158000000,158000000,160000000
chr6,158000000,160000000,158000000,160000000
chr6,158000000,160000000,160000000,162000000
chr6,160000000,162000000,160000000,162000000
chr6,160000000,162000000,162000000,164000000
chr6,162000000,164000000,162000000,164000000
chr6,162000000,164000000,164000000,166000000
chr6,164000000,166000000,164000000,166000000
chr6,164000000,166000000,166000000,168000000
chr6,166000000,168000000,166000000,168000000
chr6,166000000,168000000,168000000,170000000
chr6,168000000,170000000,168000000,170000000
chr7,0,2000000,0,2000000
chr7,0,2000000,2000000,4000000
chr7,2000000,4000000,2000000,4000000
chr7,2000000,4000000,4000000,6000000
chr7,4000000,6000000,4000000,6000000
chr7,4000000,6000000,6000000,8000000
chr7,6000000,8000000,6000000,8000000
chr7,6000000,8000000,8000000,10000000
chr7,8000000,10000000,8000000,10000000
chr7,8000000,10000000,10000000,12000000
chr7,10000000,12000000,10000000,12000000
chr7,10000000,12000000,12000000,14000000
chr7,12000000,14000000,12000000,14000000
chr7,12000000,14000000,14000000,16000000
chr7,14000000,16000000,14000000,16000000
chr7,14000000,16000000,16000000,18000000
chr7,16000000,18000000,16000000,18000000
chr7,16000000,18000000,18000000,20000000
chr7,18000000,20000000,18000000,20000000
chr7,18000000,20000000,20000000,22000000
chr7,20000000,22000000,20000000,22000000
chr7,20000000,22000000,22000000,24000000
chr7,22000000,24000000,22000000,24000000
chr7,22000000,24000000,24000000,26000000
chr7,24000000,26000000,24000000,26000000
chr7,24000000,26000000,26000000,28000000
chr7,26000000,28000000,26000000,28000000
chr7,26000000,28000000,28000000,30000000
chr7,28000000,30000000,28000000,30000000
chr7,28000000,30000000,30000000,32000000
chr7,30000000,32000000,30000000,32000000
chr7,30000000,32000000,32000000,34000000
chr7,32000000,34000000,32000000,34000000
chr7,32000000,34000000,34000000,36000000
chr7,34000000,36000000,34000000,36000000
chr7,34000000,36000000,36000000,38000000
chr7,36000000,38000000,36000000,38000000
chr7,36000000,38000000,38000000,40000000
chr7,38000000,40000000,38000000,40000000
chr7,38000000,40000000,40000000,42000000
chr7,40000000,42000000,40000000,42000000
chr7,40000000,42000000,42000000,44000000
chr7,42000000,44000000,42000000,44000000
chr7,42000000,44000000,44000000,46000000
chr7,44000000,46000000,44000000,46000000
chr7,44000000,46000000,46000000,48000000
chr7,46000000,48000000,46000000,48000000
chr7,46000000,48000000,48000000,50000000
chr7,48000000,50000000,48000000,50000000
chr7,48000000,50000000,50000000,52000000
chr7,50000000,52000000,50000000,52000000
chr7,50000000,52000000,52000000,54000000
chr7,52000000,54000000,52000000,54000000
chr7,52000000,54000000,54000000,56000000
chr7,54000000,56000000,54000000,56000000
chr7,54000000,56000000,56000000,58000000
chr7,56000000,58000000,56000000,58000000
chr7,56000000,58000000,58000000,60000000
chr7,58000000,60000000,58000000,60000000
chr7,58000000,60000000,60000000,62000000
chr7,60000000,62000000,60000000,62000000
chr7,60000000,62000000,62000000,64000000
chr7,62000000,64000000,62000000,64000000
chr7,62000000,64000000,64000000,66000000
chr7,64000000,66000000,64000000,66000000
chr7,64000000,66000000,66000000,68000000
chr7,66000000,68000000,66000000,68000000
chr7,66000000,68000000,68000000,70000000
chr7,68000000,70000000,68000000,70000000
chr7,68000000,70000000,70000000,72000000
chr7,70000000,72000000,70000000,72000000
chr7,70000000,72000000,72000000,74000000
chr7,72000000,74000000,72000000,74000000
chr7,72000000,74000000,74000000,76000000
chr7,74000000,76000000,74000000,76000000
chr7,74000000,76000000,76000000,78000000
chr7,76000000,78000000,76000000,78000000
chr7,76000000,78000000,78000000,80000000
chr7,78000000,80000000,78000000,80000000
chr7,78000000,80000000,80000000,82000000
chr7,80000000,82000000,80000000,82000000
chr7,80000000,82000000,82000000,84000000
chr7,82000000,84000000,82000000,84000000
chr7,82000000,84000000,84000000,86000000
chr7,84000000,86000000,84000000,86000000
chr7,84000000,86000000,86000000,88000000
chr7,86000000,88000000,86000000,88000000
chr7,86000000,88000000,88000000,90000000
chr7,88000000,90000000,88000000,90000000
chr7,88000000,90000000,90000000,92000000
chr7,90000000,92000000,90000000,92000000
chr7,90000000,92000000,92000000,94000000
chr7,92000000,94000000,92000000,94000000
chr7,92000000,94000000,94000000,96000000
chr7,94000000,96000000,94000000,96000000
chr7,94000000,96000000,96000000,98000000
chr7,96000000,98000000,96000000,98000000
chr7,96000000,98000000,98000000,100000000
chr7,98000000,100000000,98000000,100000000
chr7,98000000,100000000,100000000,102000000
chr7,100000000,102000000,100000000,102000000
chr7,100000000,102000000,102000000,104000000
chr7,102000000,104000000,102000000,104000000
chr7,102000000,104000000,104000000,106000000
chr7,104000000,106000000,104000000,106000000
chr7,104000000,106000000,106000000,108000000
chr7,106000000,108000000,106000000,108000000
chr7,106000000,108000000,108000000,110000000
chr7,108000000,110000000,108000000,110000000
chr7,108000000,110000000,110000000,112000000
chr7,110000000,112000000,110000000,112000000
chr7,110000000,112000000,112000000,114000000
chr7,112000000,114000000,112000000,114000000
chr7,112000000,114000000,114000000,116000000
chr7,114000000,116000000,114000000,116000000
chr7,114000000,116000000,116000000,118000000
chr7,116000000,118000000,116000000,118000000
chr7,116000000,118000000,118000000,120000000
chr7,118000000,120000000,118000000,120000000
chr7,118000000,120000000,120000000,122000000
chr7,120000000,122000000,120000000,122000000
chr7,120000000,122000000,122000000,124000000
chr7,122000000,124000000,122000000,124000000
chr7,122000000,124000000,124000000,126000000
chr7,124000000,126000000,124000000,126000000
chr7,124000000,126000000,126000000,128000000
chr7,126000000,128000000,126000000,128000000
chr7,126000000,128000000,128000000,130000000
chr7,128000000,130000000,128000000,130000000
chr7,128000000,130000000,130000000,132000000
chr7,130000000,132000000,130000000,132000000
chr7,130000000,132000000,132000000,134000000
chr7,132000000,134000000,132000000,134000000
chr7,132000000,134000000,134000000,136000000
chr7,134000000,136000000,134000000,136000000
chr7,134000000,136000000,136000000,138000000
chr7,136000000,138000000,136000000,138000000
chr7,136000000,138000000,138000000,140000000
chr7,138000000,140000000,138000000,140000000
chr7,138000000,140000000,140000000,142000000
chr7,140000000,142000000,140000000,142000000
chr7,140000000,142000000,142000000,144000000
chr7,142000000,144000000,142000000,144000000
chr7,142000000,144000000,144000000,146000000
chr7,144000000,146000000,144000000,146000000
chr7,144000000,146000000,146000000,148000000
chr7,146000000,148000000,146000000,148000000
chr7,146000000,148000000,148000000,150000000
chr7,148000000,150000000,148000000,150000000
chr7,148000000,150000000,150000000,152000000
chr7,150000000,152000000,150000000,152000000
chr7,150000000,152000000,152000000,154000000
chr7,152000000,154000000,152000000,154000000
chr7,152000000,154000000,154000000,156000000
chr7,154000000,156000000,154000000,156000000
chr7,154000000,156000000,156000000,158000000
chr7,156000000,158000000,156000000,158000000
chr8,0,2000000,0,2000000
chr8,0,2000000,2000000,4000000
chr8,2000000,4000000,2000000,4000000
chr8,2000000,4000000,4000000,6000000
chr8,4000000,6000000,4000000,6000000
chr8,4000000,6000000,6000000,8000000
chr8,6000000,8000000,6000000,8000000
chr8,6000000,8000000,8000000,10000000
chr8,8000000,10000000,8000000,10000000
chr8,8000000,10000000,10000000,12000000
chr8,10000000,12000000,10000000,12000000
chr8,10000000,12000000,12000000,14000000
chr8,12000000,14000000,12000000,14000000
chr8,12000000,14000000,14000000,16000000
chr8,14000000,16000000,14000000,16000000
chr8,14000000,16000000,16000000,18000000
chr8,16000000,18000000,16000000,18000000
chr8,16000000,18000000,18000000,20000000
chr8,18000000,20000000,18000000,20000000
chr8,18000000,20000000,20000000,22000000
chr8,20000000,22000000,20000000,22000000
chr8,20000000,22000000,22000000,24000000
chr8,22000000,24000000,22000000,24000000
chr8,22000000,24000000,24000000,26000000
chr8,24000000,26000000,24000000,26000000
chr8,24000000,26000000,26000000,28000000
chr8,26000000,28000000,26000000,28000000
chr8,26000000,28000000,28000000,30000000
chr8,28000000,30000000,28000000,30000000
chr8,28000000,30000000,30000000,32000000
chr8,30000000,32000000,30000000,32000000
chr8,30000000,32000000,32000000,34000000
chr8,32000000,34000000,32000000,34000000
chr8,32000000,34000000,34000000,36000000
chr8,34000000,36000000,34000000,36000000
chr8,34000000,36000000,36000000,38000000
chr8,36000000,38000000,36000000,38000000
